cust_id,full_name,customer_category,sex,birth_date,account_created,status,acquisition_source,customer_tier,created_timestamp,email_address,phone_number,last_purchase_date,total_purchases,loyalty_points,age,lifetime_value,country
10062,Caroline Young,Guest,Male,2003-06-28 00:00:00,2025-08-20 15:13:49.940000,  Blocked  ,Facebook,Occasional Buyer,2024-12-10 18:41:49.614000,susan05@example.com,(366)876-5277x584,2025-03-26 00:00:00,,,45,38018.48,NR
10983,Jackson Wagner,Guest,Other,1998-05-07 00:00:00,2022-12-06 21:38:27.585000,Inactive,Facebook,High Value,2025-02-22 16:37:56.962000,panderson@example.com,  (02)46070014  ,2024-10-18 00:00:00,,,75,,
10739,Melissa Cunningham,  B2C  ,  Male  ,1951-05-24 00:00:00,2023-03-17 02:52:48.982000,Blocked,Twitter,High Value,2025-03-23 20:32:30.110000,crossnicole@example.net,+61316880053,2024-10-02 00:00:00,,,70,3569.66,SN
10907,Vanessa Hernandez,B2B,Other,1998-03-18 00:00:00,2022-03-28 17:26:47.467000,Blocked,Instagram,Occasional Buyer,  2025-03-07 12:01:41.718020  ,louisbrandt@example.net,(0161) 496 0956,2024-09-12 00:00:00,79,,,,
10919,White Ltd,,2,1986-05-09 00:00:00,,Actve,Google Ads,,2025-08-11 18:16:53.273000,samuel67@example.com,,,8,1255,,13656.73,SE
10209,Danielle Medina,Guest,Prefer not to say,1979-10-28 00:00:00,2021-08-22 00:04:55.290000,Inactive,LinkedIn,New Customer,2025-02-01 15:19:53.772000,steven64@example.net,001-882-877-1812x982,,67,,,38926.91,PG
,Andrews-Walters,,,19800420,,Inactiv,,,2025-03-22 11:30:40.846000,,,,91,570,,,TO
10330,,Guest,Other,,  2021-12-14T21:37:37.198781  ,,Facebook Ads,High Value,,not provided,,,,,24,,
10923,Harry Gamble,  Guest  ,Male,1976-06-09 00:00:00,2021-01-16 23:17:18.399000,Blocked,Facebook,Occasional Buyer,2025-05-15 22:46:25.776000,  UHALL@EXAMPLE.NET  ,(671)656-0587x90522,2025-04-12 00:00:00,36,,,29615.41,GE
10640,Ronald Foster!,B2C,,19500513,2023-04-28 06:23:03.396000,INACTIVE,,new customer,2024-12-30 11:58:10.564000,,+1-509-433-9137,2027-07-28 00:00:00,,4413,,,  USA  
10632,Juan Morgan,  B2C  ,Prefer not to say,1961-01-17 00:00:00,2023-06-08 17:07:24.284000,Inactive,Organic Search,Churned,2024-09-25 08:03:56.151000,,03.3182.9716,,,,30,  47167.75  ,
10895,James Rice,B2C,Prefer not to say,1979-05-10 00:00:00,2024-11-08 09:12:37.368912,Active,Direct,Churned,2025-06-11 00:23:30.878000,,,2025-05-07 00:00:00,39,,74,34019.79,
10294,Sarah Russo,B2C,Female,1989-03-11 00:00:00,2024-09-07 09:48:21.047000,Blocked,Instagram,New Customer,2025-08-31 05:50:34.629000,romerogary@example.org,+441314960247,2024-11-03 00:00:00,60,3566,,31793.83,ES
10111,Angelica Garcia,B2C,Male,1981-10-31,2022-06-13 06:33:16.991000,Inactive,Organic Search,Churned,2025-01-02 03:04:23.228000,martynberry@example.org,443-898-3640,2024-12-05 00:00:00,20,1426,60,  3246.95  ,  MV  
10051,James Padilla,B2C,Female,1949-03-25 00:00:00,2022-11-14 22:09:03.068000,Inactive,Organic Search,High Value,2025-08-11 16:53:53.759000,,+1 (896) 641-6052,,89,,76,,BT
10407,Elaine Serrano,B2C,Other,1969-10-13 00:00:00,2021-08-03 20:09:22.398000,Blocked,Twitter,  Churned  ,2025-02-13 02:06:39.904000,duncan13@example.net,1 (625) 105-0537,2025-01-27 00:00:00,44,,63,47514.9,TJ
10107,Kayla Mccullough,Guest,Other,1953-03-25 00:00:00,2025-04-14 03:41:58.421000,Inactive,Facebook,High Value,2025-07-22 22:32:25.911000,fredericklane@example.com,03069990672,,45,3563,28,17577.35,YE
10290,Julie Booth,Guest,Prefer not to say,1998-10-21 00:00:00,2023-02-04 21:57:31.343000,Inactive,Google Ads,At Risk,2025-05-04 13:40:22.159000,christophercarrillo@example.org,+61-2-1227-7707,2025-04-04 00:00:00,12,,40,37069.7,FR
10108,  Bernard Norton  ,B2B,Male,1970-01-25 00:00:00,2024-02-29 23:11:42.999000,Active,Instagram,New Customer,2025-02-22 07:57:44.558000,brandi17@example.net,686.363.7454,2025-04-03 00:00:00,,,,33904.44,
10198,Robert James,B2B,Other,2002-10-07 00:00:00,2022-06-06 16:31:58.436000,Inactive,Direct,High Value,2025-02-08 09:20:19.723000,  julieatkinson@example.org  ,,2024-09-27 00:00:00,98,4477,  37  ,12129.2,
10692,Kevin Estrada,B2B,Male,2002-04-07 00:00:00,2020-10-15 04:18:41.208000,Inactive,Referral,New Customer,2025-04-11 03:07:41.499000,,001-294-690-5315x204,,,4248,36,,MY
10306,Tracey Nash-Watson,B2B,Female,1948-05-26 00:00:00,2021-08-06 16:14:55.777000,Inactive,Direct,New Customer,2024-12-27 02:37:09.322000,douglas54@example.com,8333993788,,,,,11428.34,
10213,Jonathan Jimenez,B2C,Female,1982-12-28,2021-11-17 17:05:32.090000,Active,LinkedIn,New Customer,2025-02-21 23:34:19.548000,burkeadam@example.net,(630) 220-5020 x994,2025-02-07,55,3991,24,16130.16,BE
10738,Pamela Hall,Guest,  Other  ,2000-10-02 00:00:00,2020-09-11 07:15:57.546000,Active,LinkedIn,Occasional Buyer,2024-10-21 02:11:27.033000,,338 023 6219,2025-03-18 00:00:00,76,,,42874.52,MH
10543,Kathleen Warner-Moore,Guest,  Prefer not to say  ,1954-12-22 00:00:00,2023-05-09 09:28:00.240000,Blocked,LinkedIn,New Customer,2024-11-06 01:39:27.475000,hannah31@example.net,(0151)4960102,2025-03-01 00:00:00,81,4783,62,47787.59,PY
10010,Dr. Steven Martin,B2C,Male,  2006-10-05  ,2025-04-28 07:20:41.233000,Active,Twitter,High Value,2024-12-22 10:38:08.612000,jamesrobinson@example.org,001-350-309-7882x0812,2025-02-02 00:00:00,27,1647,78,13252.83,
10702,  Andre Lee  ,Guest,Female,1961-12-04 00:00:00,2022-09-13 13:11:05.373000,  Inactive  ,Twitter,New Customer,2025-02-27 22:31:18.249000,,8249.8980,2025-07-09 00:00:00,,,,6171.79,MZ
10596,Gabriel Richardson,B2B,Prefer not to say,2000-05-08 00:00:00,2022-11-09 18:55:47.050000,Inactive,Twitter,New Customer,2025-05-10 15:00:38.862000,,,2025-09-08 00:00:00,35,774,76,  1151.34  ,
10343,Sydney Sanders,B2B,Male,1977-05-10 00:00:00,2025-01-26 01:28:06.702000,Inactive,organic search,High Value,2025-07-09 07:35:41.970000,vincent86@example.net,+1 (111) 952-4364,2024-10-13 00:00:00,,2950,,416.71,RW
  10167  %,Russell Brown,B2C,Other,1952-09-29 00:00:00,2021-05-13 07:57:46.078000,Blocked,LinkedIn,At Risk,2025-07-31 14:43:40.948000,thompsonjeremy@example.net,,2025-07-26 00:00:00,82,3273,40,,US
10794,Miss Jade Foster,B2B,Prefer not to say,1984-04-08 00:00:00,2024-07-05 12:12:34.027000,Blocked,  Google Ads  ,Occasional Buyer,2025-07-30 01:53:00.386000,eadams@example.org,+61-7-1799-6708,  2024-12-29  ,,440,78,47574.69,TG
10048,Brian Bruce,Guest,Other,1951-12-05 00:00:00,2023-07-24 17:17:01.371000,Active,Email Marketing,High Value,2025-07-14 22:38:12.305000,anthony44@example.com,422-961-2018,2025-01-10 00:00:00,54,,67,22525.72,NL
10886,Edward Benson,B2C,Female,1996-02-16 00:00:00,2025-05-19 23:20:46.944000,Active,LinkedIn,High Value,2025-02-21 15:26:45.960000,,(020) 7496 0108,,63,,54,3469.46,
10442,Amanda Young,Guest,Male,1949-07-27 00:00:00,2021-04-03 23:49:31.368000,Blocked,Email Marketing,Occasional Buyer,2024-12-04 19:30:28.628000,maria61@example.net,(03)-0595-5657,2024-11-05 00:00:00,60,,,46211.6,VU
10665,Scott Ayers Jr.,  B2C  ,Prefer not to say,1979-12-19,2022-07-15 14:08:23,Inactive,Direct,OB,2025-08-22 19:57:18.754000,stephanie85@example.org,UNKNOWN,1900-01-01,12,,-999,35104.63,TW
10065,Chad Jones,Guest,Other,2001-04-21 00:00:00,1975-07-22 00:00:00,Inactive,Referral,Occasional Buyer,  2025-05-11 04:19:57.958756  ,patricia22@example.com,+44115 4960323,  2024-09-17  ,84,,40,49634.6,
10704,Melissa Delacruz,B2B,Male,1966-02-15 00:00:00,2025-08-01 23:00:52.895000,Inactive,Email Marketing,High Value,2024-10-19 16:06:19.998000,kevinwatts@example.com,(460) 511-7160,2025-01-01 00:00:00,76,,45,45208.14,GE
10031,Kenneth Pritchard,B2C,Male,1954-08-01 00:00:00,2023-06-14 08:19:37.839000,Active,Instagram,Occasional Buyer,2024-09-10 05:39:51.072000,ocarter@example.com,213-493-6183 x242,2025-04-13 00:00:00,59,4578,,,DM
  10106  ,Martha Wright,B2B,Prefer not to say,1973-01-08 00:00:00,2024-12-31 20:20:39.805621,Blocked,Twitter,Churned,2025-02-16 14:59:27.027000,jasonrojas@example.net,+1 (529) 233-0958,2024-12-22 00:00:00,,1478,69,40057.4,  LI  
10095,  Alexandria Gutierrez  ,B2C,Other,1990-05-09 00:00:00,2023-07-20 19:30:31.578000,Active,LinkedIn,At Risk,2025-05-17 13:31:29.830000,maxhodgson@example.com,(0114) 4960264,,,1356,67,29862.32,
10782,Ryan Porter,Guest,Other,1945-06-06 00:00:00,  2020-10-17 07:13:38.886104  ,Inactive,Google Ads,At Risk,2024-09-13 00:42:38.212000,rcannon@example.com,+1-753-877-4926x632,2025-02-20 00:00:00,69,312,58,8688.55,IQ
10222,Lindsey Anderson,B2C,Other,1970-03-31 00:00:00,2022-04-27 09:38:54.931000,Inactive,Twitter,  New Customer  ,2025-06-25 16:28:07.957000,pgarza@example.net,+441914960276,2025-01-10 00:00:00,52,4831,60,,
10663,Manuel Jennings,Guest,Prefer not to say,1946-08-14 00:00:00,2021-07-12 22:53:11.932000,Blocked,Facebook,High Value,2025-06-20 13:17:37.160000,joseph28@example.com,0463.259.423,2025-06-23 00:00:00,,117,28,  10806.86  ,KZ
10826,Yvonne Rodriguez,Guest,Female,1979-02-28 00:00:00,2023-01-22 20:18:39.879000,blocked,Email Marketing,New Customer,2025-02-22 08:46:24.066000,richardlucero@example.org,03069990442,2025-01-17 00:00:00,68,458,22,,
,,,,,,,,,,,,,,,,,
10046,Bobby Franklin,B2B,Female,  1952-08-21  ,2022-08-05 21:45:07.774000,Inactive,Organic Search,New Customer,2025-02-21 23:22:11.652000,,18367365,2025-06-02 00:00:00,96,,53,,MZ
10768,Dr Ashley Whitehead,B2B,Prefer not to say,1958-12-14 00:00:00,2025-01-28 00:14:42.647000,Blocked,Facebook,New Customer,2024-09-15 12:46:18.806000,  francisparker@example.com  ,08 3988 9413,  2025-09-08  ,31,,,,CA
10127,  joshua dodd-greenwood  ,B2B,Prefer not to say,1947-09-21 00:00:00,  2024-05-09 03:28:07.452955  ,Blocked,INSTAGRAM,New Customer,2025-07-29 07:58:47.866000,ybell@example.org,0432.710.405,2025-01-11 00:00:00,78,,61,36046.23,CA
10612,Susan Oliver,B2B,Female,2007-03-11 00:00:00,2021-06-02 13:58:32.056000,Inactive,Facebook,New Customer,2025-03-18 22:41:46.425000,  wscott@example.net  ,856-618-6323,2025-07-10 00:00:00,,,25,,CH
  10490  ,Adam Diaz Jr.,3,Female,1974-09-27 00:00:00,2025-07-21 02:26:23,Active,Referral,1,2025-04-11 16:53:51.622000,nicholas72@example.net,,  1900-01-01  ,74,,,48193.34,
10446,Christopher Jones,Guest,Male,2001-08-28 00:00:00,2021-04-30 01:16:51.387000,Blocked,Organic Search,High Value,2025-05-27 07:17:09.710000,phyllis59@example.net,001-301-457-6764x7229,2025-04-13 00:00:00,35,4767,43,,
10877,Juan Lopez,Guest,Female,2000-03-06 00:00:00,2021-02-21 19:47:51.012000,Active,Google Ads,New Customer,2025-06-25 20:44:47.082000,nicholas49@example.net,,,,3273,44,49918.63,UG
10764,Colin Mckay,B2B,Other,1956-02-19 00:00:00,2021-05-31 14:35:12.710000,Active,Email Marketing,Occasional Buyer,2024-10-23 11:19:00.533080,,(205)276-4497x470,2025-01-30 00:00:00,,,43,,NL
10305,  Valerie Fitzgerald  ,Guest,Female,1996-12-16 00:00:00,2021-02-10 21:11:14.207000,Inactive,Facebook,New Customer,2025-02-03 00:16:23.159000,batkins@example.com,08-0856-4111,2024-12-21 00:00:00,,,,,
  10324  ,Tammy Garcia,B2C,Female,1967-05-21 00:00:00,2022-05-11 19:22:30.471000,Inactive,Email Marketing,New Customer,2024-12-09 13:51:24.094000,janicebolton@example.net,344-566-9078,2025-05-30 00:00:00,32,3975,46,1067.64,GT
10779,Barbara Ellis,Guest,Other,1959-07-16 00:00:00,2025-08-08 13:51:04.864000,Blocked,Organic Search,Churned,2025-07-01 03:10:45.513000,gibsonbrandon@example.com,639-251-9994,,59,2834,53,32604.61,US
10192,Sean Little,Guest,Female,1973-04-18 00:00:00,2024-05-11 02:30:28.305000,Inactive,Facebook,New Customer,2025-04-23 14:39:15.370000,,(551) 863-8782,2024-10-18 00:00:00,82,,,29321.86,NE
10247,Michael Schmidt,B2B,  Prefer not to say  ,1971-07-10 00:00:00,2024-03-07 02:04:54.188000,Inactive,Organic Search,High Value,2025-06-23 22:55:37.575000,jill08@example.net,916-579-0552,2024-10-28 00:00:00,73,1221,33,,tj
  10709  ,Bethany Baxter MD,Guest,  Male  ,1972-08-31 00:00:00,2025-05-06 11:08:27.281000,Blocked,Email Marketing,At Risk,2025-02-19 04:44:58.897000,melissa61@example.org,  (803)784-3753  ,2025-02-23 00:00:00,,52,,42612.78,GB
10174,Graham Davies,B2C,Female,1959-10-06 00:00:00,2025-07-27 00:33:30.628128,Inactive,Facebook,Occasional Buyer,2025-09-08 08:04:09.448000,elizabeth69@example.org,,2025-08-10 00:00:00,82,1419,54,9287.68,LK
10070,Mr. Alexander Landry MD Jr.,1,Other,1958-03-30 00:00:00,2020-12-07 03:47:49,Blocked,Email Marketing,3,2025-03-09 00:19:59.729000,,999-999-9999,,14,,,,JO
10744,Jennifer Booker,Guest,Prefer not to say,1973-09-13 00:00:00,2022-08-10 00:49:08.469000,Inactive,Facebook,New Customer,2025-08-14 21:09:09.581000,dcox@example.com,,2025-05-06 00:00:00,16,2006,32,20942.51,IE
10641,Tina Hull,Guest,Prefer not to say,1992-06-19 00:00:00,2025-08-24 20:00:14.610000,Blocked,LinkedIn,  Occasional Buyer  ,2025-02-24 21:28:33.272000,  smithjack@example.org  ,001-215-561-8298,,,,62,10966.7,LT
10316,Mr Julian Cooper,Guest,Prefer not to say,2000-02-15 00:00:00,2022-05-22 12:09:07.197000,Inactive,Referral,High Value,2025-02-22 02:32:14.545000,danielsmith@example.net,001-939-428-4567,2024-09-30 00:00:00,,,  53  ,20586.79,CU
10711,Lisa Ochoa,B2C,Other,1973-01-31 00:00:00,2024-07-05 19:15:56.856000,Inactive,Twitter,Occasional Buyer,2025-05-09 23:02:23.480000,mthompson@example.net,+61.421.750.801,,,,61,32907.97,HU
,,,,,,,,,,,,,,1145,,,
10433,Joshua Gross,B2B,Prefer not to say,1959-07-14 00:00:00,2024-09-19 14:22:16.684000,Active,Google Ads,High Value,2025-01-13 13:48:31.428000,ngeorge@example.org,  07 0107 8356  ,2024-09-15 00:00:00,88,233,25,44634.33,KI
10791,Sonya Harris,B2C,Male,1970-05-12 00:00:00,2023-03-21 17:33:38.782000,Blocked,Organic Search,  Churned  ,2025-07-28 20:46:01.321000,  raymondgarcia@example.com  ,301.328.2339,,,1300,55,16118.6,GQ
10009,jason shields,Guest,Female,1987-02-10 00:00:00,2020-12-28 23:45:00.771000,Active,Direct,Occasional Buyer,2025-06-28 16:00:40.509000,jamesherrera@example.org,07-7317-8108,2024-11-07 00:00:00,39,,,973.84,BW
10944,Jamie Dean,B2B,Other,1955-02-17 00:00:00,2024-11-18 19:54:50.337000,Blocked,Instagram,Occasional Buyer,2025-08-14 05:38:21.621000,bakerlouise@example.org,(462)693-1518x1788,2025-07-05 00:00:00,57,4192,,19631.62,MU
10891,Mr Dale Green,Guest,Prefer not to say,1978-04-28 00:00:00,2023-09-29 15:25:55.262000,Inactive,Instagram,Churned,2025-02-04 06:18:56.756000,,,2024-11-04 00:00:00,,451,57,24880.73,
10671,Victor Vaughn&,Guest,Female,1971-05-05 00:00:00,2024-04-14 23:53:21.640000,Inactive,Email Marketing,High Value,2025-05-02 03:52:09.723000,,+44(0)1632960025,2024-11-23 00:00:00,3,1069,19,27183.62,MN
10387,Nichols Group,,1,1997-06-13 00:00:00,,Actve,Instagram,,2025-02-19 16:05:12.154000,yoderadam@example.com,,,,,,9080.73,GQ
10736,Mitchell Campbell,B2B,Prefer not to say,1958-06-23 00:00:00,2022-03-25 05:57:37.600000,Active,Twitter,High Value,2024-10-04 17:34:07.182000,daypatricia@example.net,(330)888-6843x021,,70,,31,28978.52,PA
10217,Alicia Ray,B2B,Other,1995-01-22 00:00:00,2021-01-08 05:12:27.323000,Blocked,Instagram,High Value,2024-12-20 16:39:17.083000,tonya82@example.net,02-4504-6173,,37,,32,,pg
10007,Lydia Jones,B2C,Female,1961-05-21 00:00:00,2025-07-06 10:02:18.165000,Blocked,  Instagram  ,At Risk,2025-05-27 15:44:56.517000,,+61.457.871.331,2025-04-11 00:00:00,,2185,80,  47121.54  ,AO
10957,Madison Costa,Guest,Other,1980-12-02 00:00:00,2024-03-23 13:38:42.321000,Inactive,Facebook,New Customer,2024-10-21 20:04:42.360000,dpatel@example.org,+61-8-6102-5634,2025-06-25,96,1849,60,10953.57,AU
10804,Brian Shaw,B2B,Male,1967-11-21 00:00:00,2022-12-07 13:56:17.760000,Inactive,Direct,New Customer,2025-01-09 23:24:06.355000,coxcarol@example.com,+61.7.4735.3524,,,4042,,12431.34,SM
10517,Diana Ramsey,B2C,Prefer not to say,2001-09-07 00:00:00,2022-10-15 15:43:19.057000,Inactive,Referral,Churned,2025-09-03 07:42:38.648702,garcialinda@example.org,0841789969,2024-09-23 00:00:00,14,,,11824.56,
10164,,,1,,,,facebook,,,,,,,UNLIMITED,,0,
10462,Erin Brown,Guest,Male,1982-02-20 00:00:00,2022-06-11 07:05:41.332000,Blocked,LinkedIn,New Customer,2025-01-13 06:01:25.048000,joshuahoover@example.com,,2025-08-15 00:00:00,30,1785,38,29216.31,MN
10382,Tina Ramirez,Guest,Prefer not to say,1965-01-15 00:00:00,  2021-08-07 10:24:56.515488  ,Blocked,Direct,Churned,2025-01-16 01:05:35.475000,aolson@example.net,936 687 8878,2025-01-26 00:00:00,46,1263,,,
10084,Fiona Ward,Guest&,Other,1956-07-24 00:00:00,2020-11-07 03:12:56.506000,Active,Email Marketing,Churned,2025-04-21 20:28:43.310000,jamiegarcia@example.org,,2025-04-14 00:00:00,,,67,,
10991,Jennifer Castro,B2C,Female,1981-09-19 00:00:00,2021-05-22 23:47:21.759000,Blocked,Facebook,High Value,2025-04-29 04:37:38.039000,timothyross@example.net,+4428 9018964,2025-06-18 00:00:00,,2012,  67  ,38043.01,KI
10374,Gemma Andrews-Long,B2C,Male,1991-05-09 00:00:00,  2023-03-02 07:33:38.297870  ,Inactive,Organic Search,High Value,2024-11-08 17:06:08.773315,  rmorales@example.org  ,0113 496 0293,2025-03-11 00:00:00,18,2113,61,38324.67,SG
10699,Dana Mccoy,guest,Female,1978-11-15 00:00:00,  2020-09-09 22:12:57.791567  ,Inactive,Twitter,High Value,2024-12-15 09:11:05.116073,christinabeard@example.org,+1 (272) 879-9160,2024-11-25 00:00:00,,,65,,KG
10374,Gemma Andrews-Long,B2C,Male,1991-05-09 00:00:00,2023-03-02 07:33:38.298000,Inactive,Organic Search,High Value,2024-11-08 17:06:08.773000,  rmorales@example.org  ,0113 496 0293,  2025-03-11  ,18,2113,61,38324.67,SG
10979,Emily Abbott,Guest,Prefer not to say,  2007-06-17  ,2025-03-22 05:21:49.179000,Active,Facebook,Occasional Buyer,2024-11-07 06:30:38.061000,christopher28@example.com,1 (827) 193-6785,2024-11-15 00:00:00,,,53,13854.58,KE
10689,Anthony Marquez,B2B,Male,1949-09-17 00:00:00,2024-10-02 23:51:32.776000,Inactive,Email Marketing,  At Risk  ,2025-01-19 03:42:38.250000,zevans@example.com,  (0115)4960300  ,2025-03-21 00:00:00,28.0,3158,63,7699.95,EG
10163,Elizabeth Silva,Guest,Female,1995-07-29 00:00:00,2021-07-14 06:26:12.624000,Inactive,  Facebook  ,Occasional Buyer,2024-12-08 04:07:17.857000,  xwhite@example.org  ,977-547-8129 x142,2025-06-01 00:00:00,83,1115,69,22011.15,IN
10604,Joel Phelps,B2C,Other,1985-03-24 00:00:00,2023-03-04 20:27:57.987000,Inactive,Instagram,High Value,2025-05-18 22:05:55.795000,qphelps@example.org,+61.7.8446.6345,2024-11-01 00:00:00,,,61,3297.97,GY
10619,Donna Wright,B2C,Female,1989-03-22 00:00:00,2023-12-07 07:01:44.710000,Inactive,Facebook,New Customer,2024-09-09 18:56:34.562000,vgarza@example.com,(020) 7496 0291,2024-12-01 00:00:00,23,,,40497.62,CO
10073,Alan Rivera,B2C,  Male  ,2006-06-03 00:00:00,2024-09-03 07:58:36.600000,inactive,Facebook,Occasional Buyer,2025-04-15 06:34:33.166000,jennifersilva@example.org,03 0913 0756,2025-02-06 00:00:00,70,,33,  39348.9  ,
10115,Megan Wilson,  Guest  ,Other,  1947-06-19  ,2021-11-29 21:33:57.787000,Active,Referral,At Risk,2025-01-20 04:44:24.205000,alanfisher@example.net,0736541951,2024-11-12 00:00:00,43,4617,27,,
10694,Susan Forbes,Guest,Prefer not to say,1995-07-13 00:00:00,2024-03-31 14:47:09.711000,Inactive,Instagram,High Value,2024-11-08 13:48:39.502000,anthonymcdonald@example.net,0421-160-204,2024-12-03 00:00:00,93,,28,17381.66,ST
10339,Ms Katy Smith,B2C,Prefer not to say,1981-01-01 00:00:00,2022-01-18 18:30:05.067000,Blocked,Email Marketing,CHURNED,2024-10-08 11:36:36.901000,egray@example.com,  0496 270 661  ,,  41.0  ,4718,51,,UG
,,,,,,,,,,,,,,,,,
10703,Abigail Hooper,B2C,Male,1970-10-02 00:00:00,2024-08-17 00:34:11.055000,Inactive,  Organic Search  ,New Customer,2025-04-24 15:18:41.613000,ivalentine@example.com,+44(0)29 2018969,,,1611,53,,KR
10783,Robert Moore,B2B,Male,1980-06-04 00:00:00,2022-10-13 07:25:26.020000,Blocked,Organic Search,Occasional Buyer,2025-01-14 19:59:56.285000,LISAANDERSON@EXAMPLE.NET,,2024-11-02 00:00:00,35,1590,21,35529.54,TO
10017,Mary Martinez,Guest,Male,1976-08-20 00:00:00,2022-04-27 23:22:29.081000,Active,Facebook,At Risk,2025-03-30 18:03:22.193000,,+44(0)1414960629,2024-12-28 00:00:00,53,4630,54,,
  10559  ,Joy Gonzalez,Guest,Female,1962-08-18 00:00:00,2022-04-21 19:16:08.939000,Blocked,Twitter,Occasional Buyer,2024-10-24 12:25:05.128000,uwood@example.net,0406-562-590,2025-01-04 00:00:00,50,,56,,
10584,Vincent Li,Guest,Male,1944-11-23 00:00:00,2024-10-01 03:46:07.212000,Blocked,Instagram,New Customer,2025-08-14 03:07:53.867000,william63@example.com,(279)317-6651x22150,,38,4495,68,  25231.83  ,CD
10484,Heather Robinson,Guest,Prefer not to say,1964-10-23 00:00:00,2023-11-04 07:23:43.057000,Active,Google Ads,At Risk,2025-03-11 17:17:29.854000,michelesimpson@example.com,722-640-8572 x169,2025-02-05 00:00:00,,,27,26363.94,
10502,Jade Jackson-Read,B2B,Prefer not to say,1985-11-12 00:00:00,2024-07-16 08:10:56.064000,Blocked,LinkedIn,New Customer,2025-08-01 12:10:04.432000,seanmartin@example.org,7895028515,2024-11-06 00:00:00,26,3622,75,46022.53,FR
10201,Jeffrey Cohen,Guest&,Male,  1951-10-12  ,2022-10-22 18:26:44.871000,Blocked,Facebook,At Risk,2024-11-17 19:59:48.485000,  carrillogary@example.com  ,+61 427 033 521,2025-06-05 00:00:00,50,2672,45,6535.41,
10652,Austin Rose,Guest,Other,1949-09-26 00:00:00,2024-12-23 21:07:40.020000,Inactive,  Organic Search  ,New Customer,2024-09-29 02:23:47.455000,michelleboyd@example.net,+61-462-053-440,2025-04-15 00:00:00,77,,,34143.67,OM
10455,sara byrne jr.,Guest,Other,1962-12-21 00:00:00,2025-03-30 08:01:54,Active,Referral,NC,2025-02-07 05:55:59.707000,fowlermichael@example.net,,1900-01-01,28,,999,,SC
10079,Alexis Rogers,B2C,Male,1980-06-16 00:00:00,2021-07-26 18:54:03.327000,Active,Instagram,High Value,2025-07-08 07:24:13.591000,moralescody@example.org,(03).0463.7454,2024-12-12 00:00:00,85,3464,,28084.17,
10268,jeffrey braun,Guest,Other,1966-10-26 00:00:00,2021-12-05 11:47:27.246000,Blocked,Email Marketing,Occasional Buyer,2025-04-13 16:11:59.381000,danny20@example.net,176-986-4079,2025-01-24 00:00:00,,,43,,
10883,Heather Lloyd-Brookes,Guest,Male,1949-08-03 00:00:00,2021-07-13 11:58:26.757000,Active,Facebook,At Risk,2025-01-13 09:28:07.135000,walterprice@example.com,0402.548.536,,63,2718,67,8967.04,
10529,Emily Carter,B2C,Other,1987-09-20 00:00:00,2025-03-11 07:11:47.259000,Active,Google Ads,Occasional Buyer,2024-11-18 19:24:03.548000,sandra86@example.com,+1-981-353-5237x36050,2025-05-08 00:00:00,12,,,,
10341,Monica Brooks,Guest,Female,2003-01-03 00:00:00,2025-07-17 14:41:49.636000,Inactive,Google Ads,Occasional Buyer,2025-01-27 12:35:21.597000,  ortizbenjamin@example.org  ,0423.645.875,2025-08-13 00:00:00,,2356,25,12152.42,CF
10568,Jonathan Rivas,Guest,Male,1955-09-19 00:00:00,2023-07-29 13:53:53.543000,Blocked,Email Marketing,Occasional Buyer,2025-05-07 01:53:43.290000,jennifer34@example.org,(137) 009-6873,2025-04-14 00:00:00,6.0,1159,18,,MM
10649,Leonard Peacock,B2C&,Female,1996-11-07 00:00:00,  2025-06-28 11:43:03.318634  ,Blocked,Google Ads,Occasional Buyer,2025-09-02 18:39:44.537000,  anthony26@example.net  ,  (126) 418-6965 X613  ,,,2313,68,  2402.45  ,NP
10602,Lesley Morrison-O'Brien,B2B,Female,1982-05-12 00:00:00,2024-12-15 09:50:23.066000,  Active  ,LinkedIn,Occasional Buyer,  2024-10-09 05:49:59.939803  ,ambervasquez@example.org,0114 4960072,2025-09-03 00:00:00,51,,53,,  CR  
10308,Mr Christian Henderson,B2B,Male,  1993-12-15  ,2025-06-30 22:04:43.573000,Inactive,Facebook,Occasional Buyer,2024-09-24 12:32:55.630000,,+61 442 007 494,2025-04-10 00:00:00,32,,46,12988.46,MG
10313,Courtney Ramirez,Guest,Prefer not to say,1978-03-25 00:00:00,2020-09-18 17:17:40.834000,Inactive,Email Marketing,Occasional Buyer,  2025-01-09 12:09:37.051993  ,tiffanycoleman@example.org,01174960254,2025-04-25 00:00:00,41,3827,28,,
10960,,Individual,,,2023-06-09 22:50:28.235000,,,At Risk,,,(0161)4960263,2027-04-04 00:00:00,,258,55,,
10432,Roberto Roberts,B2B,Other,1969-04-14 00:00:00,2021-01-11 09:27:35.725000,  Inactive  ,Organic Search,At Risk,2025-08-28 20:28:17.723000,melissafrederick@example.net,+1 (690) 819-7400,2025-01-08 00:00:00,38,2489,,14473.16,IL
10066,William Anderson,B2C,Male,1948-10-30 00:00:00,2025-09-08 18:13:14.542000,Blocked,Twitter,New Customer,2025-03-20 06:19:52.996000,martinezlogan@example.org,  +61.7.2892.2680  ,2024-12-28 00:00:00,98,1120,,,SI
10580,frank foster,B2C,,01-01-1987,2022-08-23 22:25:21.277000,Active,,At Risk,2025-06-09 16:19:55.008000,,,2025-03-02 00:00:00,62,,42,,
